ST,east,north,up,azimuth,distance
741009607.0,-0.00023597588341101898,5.231072908718615e-05,0.0002905523263995534,-77.50089442521892,0.00024170442678867884
741009627.0,15.359585927978467,9.954135341423138,-2.1243140403193195e-05,57.05381061372552,18.30305139244064
741009647.0,17.787822711786518,18.805012138496103,0.00019167248724727415,43.40773044417788,25.885036572408662
741009667.0,17.236521954452893,26.60754000922113,-0.00035236701680574356,32.93540531195957,31.70266352262282
741009687.0,14.952150393242343,33.413740160769464,-8.223710065635714e-05,24.107803962454582,36.60662280125763
741009707.0,11.508332650146537,39.27657635746573,0.00020669868854383822,16.330981862230733,40.9278776721963
741009727.0,7.244890834140957,44.244724976086935,-0.0002234439051029824,9.299418932597739,44.83396180807794
741009747.0,2.3937568676436936,48.3666502759186,-0.0004788033591651697,2.8333644542703085,48.42584982067334
741009767.0,-2.8763811379466055,51.68977639528563,-3.765859583637621e-05,-3.185053519676539,51.76974553004257
741009787.0,-8.436483778180833,54.257992784127254,-0.0004963207032773198,-8.838052844603572,54.90996302586547
741009807.0,-14.182985290788098,56.1158899846493,9.882481795031595e-05,-14.184148622195904,57.88048186157381
741009827.0,-20.033128537337497,57.30453753339266,0.00015121313529320446,-19.269147326181447,60.705323167820254
741009847.0,-25.91799879201484,57.86488366054866,-0.00039532037816059074,-24.12786933217524,63.40415934646333
741009867.0,-31.781130504822663,57.836875038454295,-0.0005894856049408759,-28.788617780636446,65.99351763907079
741009887.0,-37.57269168277286,57.258336400929664,-0.00018233133337020035,-33.27272557737379,68.4852118905296
741009907.0,-43.25227037653334,56.16460351755259,-0.0006764355520019194,-37.59980978049014,70.88879728848998
741009927.0,-48.783877008440804,54.59267063986602,-0.000987473354413737,-41.78389587453202,73.21356666334162
741009947.0,-54.13921615385499,52.57460384658996,-0.0007474747212050659,-45.83999672190708,75.46617583646136
741009967.0,-59.29311151926448,50.14507949864921,-0.000795724352279592,-49.77829455795083,77.65437573995288
741009987.0,-64.22308329429492,47.33515651693488,-0.0011695484743086126,-53.60819892038244,79.7823380849964
741010007.0,-68.91213463396912,44.17403689732309,-3.841222075706696e-05,-57.33932793226655,81.85491943442585
741010027.0,-73.34393399086329,40.69262217678367,-0.00011809291790854104,-60.977645918586276,83.87623115566518
741010047.0,-77.50730013453409,36.918398014541225,-0.0006883821489225284,-64.5305330305514,85.85074074290117
741010067.0,-81.39047653907096,32.8782733934661,-0.0004490026771684086,-68.00339732730885,87.78035391015783
741010087.0,-84.98506845636173,28.59794858410049,-0.0011389980492371166,-71.4016271441886,89.66774516932688
741010107.0,-88.28537762272879,24.10234313677907,-0.0008753304815325436,-74.7300752363617,91.51628733002045
741010127.0,-91.28685636722022,19.41611159521542,-0.0003451598639898634,-77.99249901962759,93.32885692478696
741010147.0,-93.98577496391287,14.562793722622764,-0.0005326862931154253,-81.19224446591629,95.10731231916363
741010167.0,-96.37913163246296,9.562273277652434,-0.00016297070338655573,-84.33393174411874,96.85233133210644
741010187.0,-98.46680107434918,4.437317393452112,-0.0008614160944269145,-87.41976316175841,98.56673221460517
741010207.0,-100.24799269494918,-0.7924246985236141,-0.001117177313622486,-90.4528933097433,100.25112456361481
741010227.0,-101.72527767995025,-6.1070941203721665,-0.0010486654380170712,-93.43563809988923,101.90843300560593
741010247.0,-102.90007662067748,-11.489403703381988,-0.0010242154818742577,-96.37102501453182,103.53951982697517
741010267.0,-103.77438540663115,-16.92007124576466,-0.0005821725858918825,-99.26040142957818,105.14471873320967
741010287.0,-104.3526537606902,-22.383868060828352,-0.0008570326880850132,-102.1066126986911,106.72635052442796
741010307.0,-104.63793816420798,-27.863609002085592,-0.0006961255692825574,-104.91104806010236,108.2842500545565
741010327.0,-104.63493098997675,-33.345756837063924,-0.000950921205010502,-107.67638659823893,109.81989019441694
741010347.0,-104.35029314735861,-38.813189873335425,-0.00040492320531271275,-110.4027318919267,111.33484354901329
741010367.0,-103.78814171139338,-44.254365909189055,-0.0007395911064129734,-113.09298047141726,112.82919507790822
741010387.0,-102.9553802403268,-49.65456388275629,-0.0011604299728134038,-115.74764488528656,114.30391959516088
741010407.0,-101.85800434840773,-55.00332589344578,-0.0008398370637046071,-118.36904783729922,115.76017842583369
741010427.0,-100.50349288934909,-60.28677256121698,-0.0009734461304873321,-120.95733290281517,117.19832348974685
741010447.0,-98.89865942247035,-65.495560764135,-0.0010306951726732905,-123.51448657461657,118.619616064841
741010467.0,-97.04925691257175,-70.61825032430247,-0.001172039536108116,-126.04164736211554,120.02289592468681
741010487.0,-94.96488540065522,-75.6451559732546,-0.0012110812728352016,-128.53939803253616,121.41053941638508
741010507.0,-92.65293374242404,-80.56635791301456,-0.0011973282090167459,-131.00859019736123,122.78234465282858
741010527.0,-90.12103344139364,-85.37433697855997,-0.0016022898580629885,-133.45067489582388,124.13934945485055
741010547.0,-87.3768160004306,-90.06015565072872,-0.0014874197258478716,-135.86640521872587,125.48123210347667
741010567.0,-84.42873086812098,-94.6167003640638,-0.0009162381325324986,-138.25670906516186,126.80903194877183
741010587.0,-81.2858027893927,-99.03699005932211,-0.0012373659380244817,-140.62214965575012,128.12379613142247
741010607.0,-77.95508797168719,-103.31337306830127,-0.0016372156691417672,-142.96362735557773,129.42429754657155
741010627.0,-74.44609645582446,-107.44012370458485,-0.0007832647891277134,-145.28161084291492,130.71190251528898
741010647.0,-70.76645974585567,-111.41185033856586,-0.00126211183898306,-147.5771473335307,131.98671228886948
741010667.0,-66.92593053144259,-115.22451873714002,-0.0014582052691309855,-149.8506676305349,133.25077821800895
741010687.0,-62.93156502040753,-118.8711864113849,-0.0012629873499747646,-152.1028191550848,134.50182465218828
741010707.0,-58.7928732537254,-122.34825520812919,-0.0014590227924813348,-154.33398934226133,135.7412888472116
741010727.0,-54.517396735491445,-125.65216554807898,-0.0013716994243537783,-156.54515921771872,136.9693880169464
741010747.0,-50.11407021094556,-128.77989595402528,-0.0012035122099973705,-158.7367424043073,138.18712543155803
